set_number,set_title,term,meaning,mnemonic,part_of_speech,example,synonyms
15,Set 15,Forsake,পরিত্যাগ করা,FOR (জন্য) SAKE (খাতিরে),,He would never forsake his old friends.,"desert, forgo, relinquish, strand"
15,Set 15,Gratify,সন্তুষ্ট করা,GReATly saTIsFY,,It gratified her to see her students succeed.,"gladden, assuage, pacify, appease"
15,Set 15,Heed,লক্ষ্য করা / আমল দেওয়া,HEED your child if s/he needs,,They failed to heed the storm warning.,"observe, notice, consider"
15,Set 15,Judicious,বিচক্ষণ,JUDge CeO US,,She made a judicious use of the limited budget.,"prudent, shrewd, astute, canny, sagacious, percipient, circumspect, expedient, savvy, sapient, discerning"
15,Set 15,Lucid,স্বচ্ছ / স্পষ্ট,Looks Like aCID,,He gave a lucid explanation of the theory.,"cogent, coherent, articulate, eloquent, perspicuous, graphic"
15,Set 15,Pertinent,প্রাসঙ্গিক,PaRTy iN a tENT,,Please keep your questions pertinent to the topic.,"apposite, apt, germane, apropos, appurtenant"
15,Set 15,Propriety,প্রাপ্যতা / সঙ্গতি / শিষ্টাচার,sole PROPRIETor,,She behaved with perfect propriety at the event.,"decorum, rectitude, demureness, gentility, orthodoxy, probity"
15,Set 15,Scintillation,স্ফুলিঙ্গ / ঝকমকে,SCIeNce TILL AcTION,,The scintillation of the stars lit up the night sky.,"exhilarating, invigorating, vivacious, coruscating, effervescent, ebullient"
15,Set 15,Sensational,চাঞ্চল্যকর,SENSe naTIONAL,,The trial received sensational media coverage.,"startling, astonishing, appalling, scandalous, momentous"
15,Set 15,Sophisticated,অত্যাধুনিক / জটিল / মার্জিত,SOP (Standard Of Procedure) HIS TIC ATE,,The lab uses highly sophisticated equipment.,"worldly, enlightened, cosmopolitan, suave, urbane"
15,Set 15,Strife,কলহ / শত্রুতা / বিবাদ,STRike with wIFE,,Years of civil strife devastated the region.,"discord, variance, wrangling, bickering, animosity"
15,Set 15,Understated,আড়ম্বরহীন,UNDER (কম) STATED (বর্ণিত),,Her dress was elegant and understated.,
15,Set 15,Unscrupulous,বেঈমান / বিবেকহীন,UNSChool (নীতিহীন),,An unscrupulous dealer sold them a faulty car.,"amoral, reprobate, exploitative, fraudulent, devious, guileful, furtive, sly, venal"
15,Set 15,Veracity,সত্যতা,VAR (Video Assistant Referee) এর audaCITY,,The court questioned the veracity of his statement.,"truth, accuracy, fidelity, scrupulousness, probity"
15,Set 15,Virulent,অত্যন্ত বিষাক্ত,VIRUs LENT (ধার দেওয়া),,A virulent strain of the flu spread quickly.,"pernicious, baneful, vitriolic, malicious, malevolent, malignant, malign, vindictive, rancorous, acrimonious, mordant, scathing"
15,Set 15,Volatile,দ্রুত পরিবর্তনশীল,VOLA (ভোলা) TILE (টাইলস),,Stock prices were highly volatile that week.,"erratic, fraught, eruptive, turbulent, mutable, protean"
16,Set 16,Antedate,আগে আসা / হওয়া,ANTE (আনতে) DATE,,This custom antedates the founding of the city.,"precede, predate, anticipate"
16,Set 16,Banish,নির্বাসিত করা,BAN করায় Vanish,,The king banished the traitor from the realm.,"expatriate, extradite, repatriate, excommunicate, ostracize, disperse, scatter, dissipate, oust"
16,Set 16,Bridle,সংবরণ / নিয়ন্ত্রণ / লাগাম,IDLE BRIDE,,She struggled to bridle her anger.,"curb, subdue, stifle"
16,Set 16,Comply,মেনে চলা,COM (কম) rePLY,,All staff must comply with the safety rules.,"satisfy, meet, observe, obey, consent to"
16,Set 16,Crestfallen,বিমর্ষ,ক্রেস্ট পড়ে যাওয়ায় বিমর্ষ,,He looked crestfallen after losing the final.,"despondent, dejected, desolate, doleful, forlorn, abashed, abject, dolorous"
16,Set 16,Curtail,কমানো,CUT (কাটা) TAIL (লেজ),,The government moved to curtail public spending.,"lessen, reduce, decrease"
16,Set 16,Elucidate,স্পষ্ট / ব্যাখ্যা করা,LUCID (স্বচ্ছ) ATE,,The teacher elucidated the difficult passage.,"illuminate, explicate, annotate, untangle, clarify, crystalize"
16,Set 16,Evade,কৌশলে এড়ানো,Avoid,,He tried to evade the reporter's questions.,"elude, avoid, dodge, sidestep"
16,Set 16,Feckless,নির্বোধ / নিস্তেজ,rECKLESS,,Her feckless brother never held a job for long.,"inept, slothful, indolent, apathetic, lousy, incompetent"
16,Set 16,Fester,মনের মধ্যে বিষিয়ে ওঠা / পচে যাওয়া,FEST ER (এর) খাবার পচা,,Resentment can fester if problems go unaddressed.,"rankle, chafe, smoulder"
16,Set 16,Iconoclastic,প্রচলিত মতের বিরুদ্ধাচারী,ICON (IDOL) CLASh,,The artist was famous for his iconoclastic views.,"heretical, malcontent, subversive, renegade, mutinous, maverick, factious, dissident"
16,Set 16,Immure,কারাবদ্ধ করা / আটকে রাখা,I'M YouR (prisoner),,The prisoner was immured in a tiny cell.,"confine, intern, incarcerate"
16,Set 16,Improvise,তাৎক্ষণিক কিছু করা,IMPROVe ISE (এসেছে),,"When the projector failed, she improvised with a whiteboard.","ad lib, ad hoc, improvisatory, extempore, spontaneous, contrive, concoct, impromptu"
16,Set 16,Inhibit,আটকানো,proHIBIT,,Fear can inhibit creativity.,"impede, fetter, stifle, smother, thwart"
16,Set 16,Inscrutable,অজ্ঞাত / বোঝা কঠিন,IN SCREw TABLE,,His inscrutable expression gave nothing away.,"unfathomable, perplexing, baffling, bewildering, abstruse, arcane, sibylline"
16,Set 16,Lionize,সামাজিকভাবে মহান করা,LION এর মত বিবেচনা করা,,The media lionized the young champion.,"exalt, extol, venerate, eulogize, adulate, aggrandize, laud, panegyrize"
16,Set 16,Monotonous,একঘেয়ে,MONOTONy আসে এমন,,The monotonous hum of the engine put him to sleep.,"tedious, humdrum, mechanical, prosaic, colourless, monochrome, banal"
16,Set 16,Peculiar,অদ্ভুত / আজব / বিচিত্র,PIKU LIAR,,There was a peculiar smell in the kitchen.,"individual, idiosyncratic, conspicuous, unusual"
16,Set 16,Premeditate,পূর্বচিন্তা করা,PRE (আগে) MEDITATE (চিন্তা),,The court found the crime was premeditated.,"cold-blooded, wilful, purposive, prepense"
16,Set 16,Profligate,অপব্যয়কারী,PROperty Flying out GATE,,His profligate spending emptied the family fortune.,"spendthrift, improvident, prodigal, wanton"
16,Set 16,Reconcile,মিটমাট করা,RE (আবার) CONCILE (মিলানো),,They eventually reconciled after the quarrel.,"reunite, pacify, mollify, conciliate"
16,Set 16,Refine,পরিশোধিত করা,RE (আবার) FINE (ভালো করা),,Engineers worked to refine the design.,"temper, elaborate, consummate, tweak, sift, rectify"
16,Set 16,Relinquish,ত্যাগ করা,RELease to QUIt wISH,,She refused to relinquish control of the company.,"forswear, eschew, abandon, abdicate"
16,Set 16,Ruminate,গভীর চিন্তা করা / জাবর কাটা,রুমির মত চিন্তা করা ও ATE,,"He sat quietly, ruminating on the problem.","contemplate, consider"
16,Set 16,Skittish,ভীতু / চপল,SKITTO সিমে Excited কিন্তু ভীত,,The skittish horse bolted at the noise.,"restive, fidgety, frisky, frolic, coltish, coquettish, wanton"
16,Set 16,Superfluous,অতিরিক্ত / অনাবশ্যক,SUPER surpLUS,,Cut any superfluous words from the essay.,"surplus, redundant, gratuitous"
16,Set 16,Synoptic,সার-সংক্ষেপমূলক,SYNOPsis,,The report gave a synoptic view of the year's events.,
16,Set 16,Thorough,পুঙ্খানুপুঙ্খ / ব্যাপক,THOugh ROUGH,,The mechanic did a thorough inspection of the car.,"exhaustive, meticulous, scrupulous, assiduous, conscientious, painstaking, sedulous, sweeping"
16,Set 16,Visionary,দূরদর্শী,"VISION যার, না biNARY",,The visionary founder predicted the mobile era.,"ingenious, perceptive, intuitive, shrewd, utopian, quixotic, unfeasible, dreamy"
16,Set 16,Vociferous,উচ্চ চিৎকার করে এমন,FURIOUS VOICE,,There was vociferous opposition to the new tax.,"vehement, forthright, candid, insistent, emphatic, clamorous, strident"
17,Set 17,Acclaim,প্রশংসা / জয়ধ্বনি,Apprisal (মূল্যায়ন) CLAIM,,The film received critical acclaim worldwide.,"exalt, adulate, eulogize, lionize, extol"
17,Set 17,Ascertain,অনুধাবন করা / খুঁজে বের করা,AS (যেন) CERTAIN (নিশ্চিত),,Police tried to ascertain the cause of the fire.,"deduce, intuit, discern, comprehend, savvy, cognize"
17,Set 17,Assertive,আরোপিত / দৃঢ়,ASSERT (চাপিয়ে দেওয়া),,She was assertive in the meeting and stated her needs clearly.,"authoritative, insistent, firm, assaultive, feisty"
17,Set 17,Bogus,ফালতু / ভুয়া,BOGUS,,He was arrested for selling bogus insurance.,"spurious, fraudulent, sham, feigned, fictitious, ersatz, phoney"
17,Set 17,Cataclysmic,প্রলয়ঙ্করী,CATAstrophIC,,The earthquake had cataclysmic consequences for the town.,"catastrophic, calamitous, ruinous"
17,Set 17,Circumscribe,বেষ্টন / নিয়ন্ত্রণ / সীমাবদ্ধ করা,CIRCUMference SCRIBE (লেখক),,New rules circumscribe the mayor's powers.,"curb, restrain, regulate, control"
17,Set 17,Complementary,পরিপূরক,COMPLEMENT ARY (আরকি),,The two colours are complementary.,"harmonizing, complementing, reciprocal, interdependent, supportive, supplementary"
17,Set 17,Contentious,বিতর্কিত,CONTENT viCIOUS (বিদ্বেষপূর্ণ),,Abortion remains a contentious issue.,"vexed, ambivalent, equivocal, factious, pugnacious, bellicose, belligerent, petulant, truculent"
17,Set 17,Disingenuous,বিকৃত / ভেজাল / কপট,DIS (না) INGENUOUS (অকৃত্রিম),,It was disingenuous of him to feign ignorance.,"dissembling, mendacious, unscrupulous, shifty, subtle"
17,Set 17,Divulge,প্রকাশ করা / হাটে হাঁড়ি ভাঙা,DIvide VUL (ভুল),,She refused to divulge her sources.,"reveal, impart, broadcast, proclaim, promulgate"
17,Set 17,Dogmatic,গোঁড়ামি / নির্দিষ্ট মতাদর্শী,Dogma (মতবাদ) tic (টিকিয়ে রাখা),,He is too dogmatic to consider other views.,"peremptory, imperative, doctrinaire, imperious, pontifical, dictatorial, rigid, entrenched, adamant"
17,Set 17,Fallacious,ভ্রান্ত,FALse belief / FALLACy of US,,The claim rests on fallacious reasoning.,"erroneous, delusory, specious, spurious, fabricated, distorted, phoney"
17,Set 17,Foolhardy,মূর্খের মত সাহসী / গোঁয়ার,FOOLishly HARD activitY,,It would be foolhardy to sail out in this storm.,"rash, heedless, imprudent, impetuous, hasty, temerarious, impulsive"
17,Set 17,Hinder,বাধা দেওয়া / আটকানো,HIN (হীন) DER (আবদার),,Poor lighting can hinder the search.,"impede, inhibit, thwart, forestall, curtail, encumber"
17,Set 17,Impair,দুর্বল করা,opposite of rePAIR,,Lack of sleep can impair your judgment.,"diminish, impede, undermine, vitiate"
17,Set 17,Impugn,যুক্তিসহ মৌখিক প্রতিবাদ করা,I'M in পাঙ্গা,,He tried to impugn the witness's honesty.,"challenge, question, dispute"
17,Set 17,Incessant,অবিরাম,In (না) CEaSe (বন্ধ),,The incessant noise gave her a headache.,"ceaseless, unabating, interminable, perpetual, persistent, recurrent"
17,Set 17,Inclined,ঝোঁক / আসক্তি / প্রবণতা,IN (মধ্যে) LINED (লাইনের),,I'm inclined to agree with your plan.,"minded, predisposed, biased, prejudiced"
17,Set 17,Inveterate,বদ্ধমূল / বহুদিনের অভ্যাস,IN VETERan (ঝানু) ATE,,He is an inveterate gambler.,"ingrained, entrenched, congenital, ineradicable"
17,Set 17,Miserly,কৃপণ,My SiR onLY,,His miserly habits left him few friends.,"parsimonious, avaricious, ascetic, puritanical, stingy"
17,Set 17,Patent,মেধাসত্ত্ব / সহজে আলাদা করা যায় এমন,PATENT,,It was a patent lie that fooled no one.,"copyright, charter, franchise, conspicuous, flagrant, palpable"
17,Set 17,Petulant,বিরক্ত / খিটখিটে,PETUk ANT (অন্ত - শেষ),,The petulant child refused to share his toys.,"waspish, irascible, fractious, captious, churlish"
17,Set 17,Pithy,কম কিন্তু উপযুক্ত কথা / বলিষ্ঠ,PIe এর পুঁথি,,She summed it up in a few pithy sentences.,"succinct, compendious, epigrammatic, laconic, trenchant"
17,Set 17,Pliant,নমনীয়,PLANT are PLIANT,,The young sapling is pliant and bends easily.,"compliant, supple, flexible, malleable"
17,Set 17,Sanctimonious,ভণ্ড সাধু / বকধার্মিক,ACTIng like SAINT for MONey,,His sanctimonious lecture annoyed everyone.,"churchy, pious, unctuous, superior, hypocritical"
17,Set 17,Sound,শব্দ / বলিষ্ঠ / যুক্তিসঙ্গত,SOUND,,She gave me some sound advice about money.,"cogent, plausible, sturdy, whole"
17,Set 17,Tarnish,বর্ণহীন / কলঙ্কিত হয়ে যাওয়া,opposite of vARNISH,,The scandal tarnished his good name.,"blemish, calumniate, debase, stigmatize, vitiate, stain"
17,Set 17,Tepid,কুসুম গরম / নিরুৎসাহী,TEa / Pee — both are TEPID,,The audience gave a tepid response to the speech.,"apathetic, perfunctory, desultory"
17,Set 17,Upbraid,তিরস্কার করা,UP BRA AID,,The coach upbraided the players for their laziness.,"reprimand, admonish, chastise, berate, lambast, censure, castigate"
17,Set 17,Vexation,বিরক্তিতে রাগ করা,anXious AcTION,,"To her vexation, the train was late again.","petulance, umbrage, perturbation, aggravation"
18,Set 18,Abet,খারাপ কাজে সাহায্য করা,A (আয়) BET (জুয়া) খেলি,,He was charged with aiding and abetting the robbery.,"champion, sanction, succour, further, expedite"
18,Set 18,Accessible,প্রবেশযোগ্য,able to ACCESS,,The museum is easily accessible by bus.,"reachable, attainable, intelligible, penetrable"
18,Set 18,Acquisitive,কোন কিছু পাওয়ার ইচ্ছা,ACQUISITION এর incenTIVE,,The acquisitive collector bought every rare stamp.,"covetous, avaricious, avid, rapacious, mercenary, grabby"
18,Set 18,Amalgamate,মিলানো,AMAL foundation MATEs with others,,The two firms amalgamated into one company.,"coalesce, consolidate, affiliate"
18,Set 18,Attenuate,কমানো,AT TEN U (you) ATE,,Distance attenuates the strength of the signal.,"diminish, impair, enervate"
18,Set 18,Augment,বৃদ্ধি করা,AUGMENTed reality,,He took a second job to augment his income.,"exacerbate, aggravate, inflame, compound, ameliorate"
18,Set 18,Aversion,বিদ্বেষ / বিতৃষ্ণা,A VERSION (অপছন্দের),,She has a strong aversion to spiders.,"abhorrence, loathing, antipathy, repugnance, disrelish"
18,Set 18,Blithe,ভাবনাহীন / আমুদে,Be LigHT hearted,,He showed a blithe disregard for the rules.,"casual, indifferent, nonchalant"
18,Set 18,Contempt,অবজ্ঞা,CONTEMPT of court (আদালত অবমাননা),,She looked at the cheat with open contempt.,"disdain, opprobrium, derision, mockery, loathing, abhorrence"
18,Set 18,Dawdle,আলস্যে কাটানো / ঢিমেতালে কাজ করা,Dull & iDLE,,"Don't dawdle, or we'll miss the train.","linger, idle, procrastinate, tarry, delay"
18,Set 18,Deflect,গতিপথ পরিবর্তন করা / এড়ানো,DErailed reFLECT,,He deflected the criticism with a joke.,"divert, avert, ricochet, diverge"
18,Set 18,Discount,মূল্যছাড় / ছোট করে দেখা,DIS (কম) COUNT (গণা),,Don't discount his opinion just because he is young.,"disregard, overlook, gloss over"
18,Set 18,Dissident,ভিন্নমতাবলম্বী,DISSI (দিচ্ছি) গাড়িতে DENT,,The dissident writer was jailed for his essays.,"dissenting, rebelling, revolutionary, heretical, nonconformist"
18,Set 18,Efficacious,কার্যকরী,EFFECtive for US,,The new drug proved highly efficacious.,"effectual, constructive, fruitful, potent"
18,Set 18,Equitable,ন্যায়সঙ্গত,EQUITy on TABLE,,They sought an equitable division of the assets.,"unbigoted, egalitarian, scrupulous, neutral"
18,Set 18,Erratic,অনিশ্চিত / খামখেয়ালি,ERRor unpredicTIve,,His erratic driving alarmed the passengers.,"turbulent, protean, mercurial, capricious, whimsical, fickle, wayward, fluctuant, volatile"
18,Set 18,Industrious,পরিশ্রমী,INDUSTRY needs INDUSTRIOUS,,The industrious student finished early.,"assiduous, sedulous, painstaking, pertinacious, zealous, laborious"
18,Set 18,Inform,অবহিত করা / জানানো,uNiFORM এর কাজ INFORM করা,,Please inform us of any change of address.,"prime, enlighten, apprise"
18,Set 18,Irksome,বিরক্তিকর,SOMEone IRritating,,Filling out forms is an irksome chore.,"vexing, galling, exasperating, grating, pesky, pestilent"
18,Set 18,Manacle,হাতকড়া,shaCkLE in MAN's AnkLE,,The guards manacled the prisoner's wrists.,"fetters, bonds, darbies, gyves"
18,Set 18,Modest,বিনয়ী,MODEST,,She gave a modest account of her achievements.,"ordinary, simple, homely, unimposing, humble"
18,Set 18,Noxious,ক্ষতিকর / বিষাক্ত,NO (Nitrogen Oxide) tOXIOUS,,The factory released noxious fumes.,"virulent, pernicious, putrid, rancid"
18,Set 18,Pernicious,ক্ষতিকর,PER NICI (নিশি) US,,Gossip can have a pernicious effect on a team.,"deleterious, inimical, malevolent, noxious, pestilent, baneful"
18,Set 18,Predicament,দুর্দশা / দ্বিধা,PRE DIsCount AM (আম) ENT,,Losing his passport left him in a real predicament.,"plight, nadir, pickle, scrape, dilemma, quandary"
18,Set 18,Proficient,দক্ষ,PRO efFICIENT,,She is proficient in three languages.,"adept, adroit, deft, dexterous, apt, consummate"
18,Set 18,Prolix,বাঁচাল / দৈর্ঘ্যের জন্য ক্লান্তিকর,PROlong করে horLIX এর মতন,,The report was prolix and hard to follow.,"protracted, laborious, ponderous, verbose, maundering"
18,Set 18,Scorn,ঘৃণা / তিরস্কার করা,SCOld oN,,He poured scorn on their weak excuses.,"derision, disdain, mockery, contumely"
18,Set 18,Subordinate,অধীনস্থ,SUB ORDINATE,,A sergeant is subordinate to a lieutenant.,"subservient, ancillary, auxiliary, peripheral, marginal, secondary"
18,Set 18,Unseemly,যথাযথ না / অশোভন,UN (না) SEEMLY (যথার্থ),,There was an unseemly scramble for the exits.,"indecorous, unbefitting, coarse"
18,Set 18,Veritable,সত্য / যথার্থ,VERIfication ABLE,,The garden was a veritable jungle of weeds.,"genuine, authentic, actual"
19,Set 19,Acolyte,খাদেম / অনুগামী,Aqua লাইট করে পুরোহিতের হাতে দেয় যে,,The senator's acolytes echoed his every word.,"retainer, votary, satellite, pursuivant"
19,Set 19,Anoint,মাখানো / লেপন করা / অভিষেক হওয়া,AN OINT (মলম),,The bishop anointed the new king.,"consecrate, sanctify, bless, ordain, hallow"
19,Set 19,Base,ভিত্তি,BASE baba,,The theory is based on solid evidence.,"form, establish, ground, root, pedestal"
19,Set 19,Coercion,জবরদস্তি,fORCe ON,,The confession was obtained through coercion.,"compulsion, duress, oppression, enforcement"
19,Set 19,Coin,উত্থাপন / উদ্ভাবন করা,COin INvention,,She coined a new term for the phenomenon.,"fabricate, devise, conceive, originate, invent, discover"
19,Set 19,Cunning,ধূর্ত,CANNY ও CuNNY,,The fox is known for its cunning.,"guileful, shrewd, astute, canny, deft, adroit, dexterous, subtle, vulpine"
19,Set 19,Discomfit,অস্বস্তিবোধ করানো / বিপর্যস্ত করা,making someone DISCOMForTable,,The unexpected question discomfited the speaker.,"abashment, flusteredness, perturbation, mortification"
19,Set 19,Dissent,ভিন্নমত,DIfferent conSENT,,Only one judge voiced dissent.,"demur, strife, wrangling, bickering, dissidence"
19,Set 19,Distil,পরিশুদ্ধ করা,DIS STeeL (ইস্পাত পরিশুদ্ধ),,He distilled his ideas into a single page.,"sublimate, fractionate, refine"
19,Set 19,Dubious,দ্বিধাগ্রস্ত / সন্দেহপূর্ণ,sounds like scooby-Doo,,I'm dubious about the accuracy of that report.,"vacillating, irresolute, sceptical, questionable, shady"
19,Set 19,Ebullient,উচ্ছ্বসিত,E (একদম) BULLi (গালি) ENT (শেষ),,She was ebullient after winning the prize.,"exuberant, buoyant, jaunty, exhilarated, elated, euphoric, jubilant, effervescent, vivacious"
19,Set 19,Facetious,মুখরোচক / মজা করা,TeaSing with FACE,,His facetious remark was not appreciated.,"glib, frivolous, waggish, whimsical, jesting, jocular"
19,Set 19,Fallible,ভ্রান্ত / ভুল করতে পারে এমন,FAiL aBLE,,Even experts are fallible.,"erring, errant, flawed, weak"
19,Set 19,Florid,পুষ্পময় / উজ্জ্বলবর্ণ / অলঙ্কারবহুল,FLOwer ReD in FLORIDa,,"The novel was written in a florid, ornate style.","sanguine, erubescent, embellished, extravagant, flamboyant, baroque, ostentatious, grandiloquent, rhetorical, bombastic, convoluted"
19,Set 19,Gawky,লাজুক / আনাড়ি,GAW (গ্রাম) ky (এর),,The gawky teenager tripped over his own feet.,"gauche, maladroit, inept, bashful, nervy"
19,Set 19,Inveigle,প্রলোভিত করা,Envy Girl,,He inveigled his way into the exclusive club.,"entice, ensnare, beguile, bamboozle, blandish, coax"
19,Set 19,Jettison,পরিত্যাগ করা,জেদী SON কে জেটপ্লেন থেকে ফেলা,,The crew had to jettison the cargo to save the ship.,"abandon, relinquish"
19,Set 19,Mendacity,মিথ্যা,MEN show auDACITY to lie,,Her mendacity finally cost her the job.,"dissembling, hypocrisy, duplicity, perjury, perfidy"
19,Set 19,Munificent,উদার / বদান্য,Muni is magNIFICENT,,A munificent donor paid for the new library.,"bountiful, magnanimous, philanthropic, unstinted, bounteous"
19,Set 19,Naive,সাদাসিধা / সরল,NA (না) actIVE,,It was naive of him to trust a stranger with cash.,"artless, ingenuous, gullible, credulous"
19,Set 19,Noble,উন্নতচরিত্র,NOBLE man,,She devoted her life to a noble cause.,"exceptional, formidable, sublime, magnanimous, lofty, exalted, elevated"
19,Set 19,Parochial,সংকীর্ণ,a person with PARtIAL vision,,His parochial views ignored the wider world.,"provincial, insular, localist, myopic"
19,Set 19,Pedestrian,পথচারী / গতানুগতিক,P (পা) DESTINAtion,,The film's plot was dull and pedestrian.,"plodding, tedious, monotonous, commonplace, workaday"
19,Set 19,Prevaricate,কৌশলে সত্য এড়ানো,PREventing VARIfied info,,Stop prevaricating and tell me the truth.,"vacillate, quibble, cavil, hedge, equivocate"
19,Set 19,Prime,মুখ্য / ব্যবহারের জন্য প্রস্তুত করা,PRIME,,This is a prime example of good design.,"cardinal, pre-eminent, archetypal, superlative, quintessential"
19,Set 19,Radical,মৌলবাদী / আমূল,always ReADy to CALl for protest,,The party proposed radical reforms.,"revolutionary, stringent, rigorous, extremist, fanatical"
19,Set 19,Recrudescent,পুনরুজ্জীবিত,RE (আবার) CRUDE SCENT,,The recrudescent fever returned after a week.,
19,Set 19,Temporal,অস্থায়ী / পার্থিব (জাগতিক),TEMPORAry,,The church separated spiritual and temporal power.,"secular, profane, mundane, carnal"
19,Set 19,Transitory,ক্ষণস্থায়ী,TRAiN-এ বলতে শুরু করা STORY,,Youth is transitory.,"transient, ephemeral, evanescent, fugitive, fugacious"
19,Set 19,Viable,কার্যকরী / টেকসই,ভাই ABLE,,We need a financially viable plan.,"workable, feasible, expedient, judicious, doable"
20,Set 20,Abreast,পাশাপাশি ও একইদিকে মুখোমুখি,Alike BREAST,,He tries to keep abreast of the latest research.,"alongside, level, abeam"
20,Set 20,Confound,বিভ্রান্ত হওয়া / গুলিয়ে ফেলা,FOUND CONfused,,The results confounded the experts.,"bemuse, perplex, astonish, dismay, bewilder, negate, contradict, discredit, flabbergast"
20,Set 20,Digression,সাময়িক বিচ্যুতি,DipRESSION,,"After a brief digression, she returned to the topic.","excursus, divergence, meandering, maundering, apostrophe"
20,Set 20,Discrepancy,অসামঞ্জস্য,DIS (this) CREepy,,There was a discrepancy between the two accounts.,"disparity, divergence, dissimilitude, disaccord, discordance, incongruity"
20,Set 20,Duplicitous,দু-মুখো / কপট,DUPLICate CITe,,His duplicitous behaviour cost him their trust.,deceitful
20,Set 20,Expedient,সুবিধাজনক কিন্তু অনৈতিক,"EXPErIENced, but immoral",,Lying seemed the expedient thing to do at the time.,"gainful, pragmatic, prudent, judicious, propitious"
20,Set 20,Fabricate,বানিয়ে বলা,FABRIC (সুতা) ATE,,He fabricated an excuse for being late.,"falsify, invent, concoct, contrive"
20,Set 20,Glum,বিমর্ষ,GLooMy,,She looked glum after the bad news.,"downcast, despondent, crestfallen, desolate, doleful, melancholy, saturnine"
20,Set 20,Harbinger,পূর্বাভাস দিতে পারে যে,HeR fINGER,,The swallows are a harbinger of spring.,"herald, prelude, portent, presage, precursor, foreshadow"
20,Set 20,Intrinsic,সহজাত / মৌলিক,IN TRIN SICk,,The painting has intrinsic artistic value.,"congenital, native, ingrained, permanent, fundamental, constitutive, inherent"
20,Set 20,Largesse,বদান্যতা / উদারতা,LARGE ESSay,,The villagers benefited from the chief's largesse.,"munificence, beneficence, benefaction, altruism, magnanimity, benevolence"
20,Set 20,Libertine,চরিত্রহীন / স্বেচ্ছাচারী,LIBERal Teen,,The poem describes the life of a reckless libertine.,"adulterer, debauchee, voluptuary, hedonist, profligate, wanton, reprobate"
20,Set 20,Malfeasance,অপকর্ম,MAL (খারাপ) pErForrmANCE,,The official was fired for malfeasance.,"deceit, duplicity, falsity, wrongdoing"
20,Set 20,Manifest,প্রকাশ করা / সুস্পষ্ট,MANy FEST,,His talent was manifest from an early age.,"betray, evince, reveal, substantiate, corroborate, evident"
20,Set 20,Minute,ক্ষুদ্র,মিনিটের মত ক্ষুদ্র,,There were minute differences between the samples.,"tiny, minuscule, infinitesimal"
20,Set 20,Modish,কেতাদুরস্ত / ফ্যাশনেবল,MODELiSH,,She wore a modish new hairstyle.,"stylish, contemporary, voguish, sassy, trendy"
20,Set 20,Nascent,জন্ম নিচ্ছে এমন,NAS এর acCENT,,The nascent industry needs government support.,"embryonic, incipient, fledgling, burgeoning, naissant"
20,Set 20,Perennial,চিরজীবী / বারবার আসে এমন,PEREN NIAL (champion),,Traffic is a perennial problem in the city.,"perpetual, eternal, ceaseless, abiding"
20,Set 20,Pious,ধার্মিক,PIO (পিয়ো) US,,She was raised in a pious household.,"reverent, saintly, faithful, sanctimonious"
20,Set 20,Providential,অনুকূল / শুভ,PROVIDENT fund,,Their providential rescue seemed almost miraculous.,"auspicious, benign, felicitous, expedient, miraculous"
20,Set 20,Prowess,দক্ষ / পরাক্রমশালী,PRO WE (দক্ষ) SS,,His athletic prowess amazed the crowd.,"adroitness, dexterity, deftness, finesse, gallantry, heroism"
20,Set 20,Schism,মতবিভেদ / বিভাজন,প্রিজমের মত আলো ভাগ করা,,A schism divided the political party.,"rupture, severance, estrangement, alienation, chasm, discord"
20,Set 20,Slander,অপবাদ / অপবাদ দেওয়া,SLANg on shoulDER,,He sued the newspaper for slander.,"calumny, aspersions, vilification, traducement, defame, malign, traduce, vilify, decry"
20,Set 20,Stalwart,অটল / সাহসী,Steel এর TALWAR,,She was a stalwart supporter of the cause.,"staunch, devoted, vigorous, steadfast, resolute"
20,Set 20,Supplicate,মিনতি করা,SUPPLy এর aPPLICATion,,They supplicated the king for mercy.,"entreat, beseech, implore, solicit, importune"
20,Set 20,Terse,বাহুল্যবর্জিত / সংক্ষিপ্ত ও জোরালো,mother TEReSa,,He gave a terse reply and hung up.,"abrupt, succinct, pithy, economical, laconic, epigrammatic, concise, brief"
20,Set 20,Tirade,সুদীর্ঘ ক্ষুব্ধ বক্তৃতা,Trump এর IRAn RAiD নিয়ে বক্তৃতা,,The coach launched into a tirade against the referee.,"diatribe, polemic, harangue, censure, berating, vilification"
20,Set 20,Universal,বৈশ্বিক / সর্বজনীন,UNIVERSE এর ALl,,There is near-universal agreement on this point.,"ubiquitous, comprehensive, omnipresent, rampant, pervasive"
20,Set 20,Vanquish,পরাজিত করা,VANISHing QUeen,,The army vanquished its enemies.,"trounce, annihilate, clobber, pulverize, subjugate"
20,Set 20,Woeful,দুঃখজনক,Full of WOE (দুর্ভাগ্য),,The team gave a woeful performance.,"atrocious, deplorable, lamentable, abysmal, dire, poignant, piteous, pitiable, wretched, plaintive"
21,Set 21,Abject,অধম / চরম দুর্দশাগ্রস্ত,নিজেকে oBJECT মনে হওয়া,,The refugees lived in abject poverty.,"piteous, stark, woeful, lamentable, atrocious, obsequious, servile, sycophantic, craven, wretched"
